episode_title,episode_author,link,author,Title
Lost Horizon,James Hilton,https://www.backlisted.fm/episodes/58-lost-horizon-james-hilton,The Way of all Flesh,Samuel Butler
Lost Horizon,James Hilton,https://www.backlisted.fm/episodes/58-lost-horizon-james-hilton,The Bridge of San Luis Rey,Thornton Wilder
Lost Horizon,James Hilton,https://www.backlisted.fm/episodes/58-lost-horizon-james-hilton,Bambi,Felix Salten
Lost Horizon,James Hilton,https://www.backlisted.fm/episodes/58-lost-horizon-james-hilton,News from Nowhere,William Morris
Lost Horizon,James Hilton,https://www.backlisted.fm/episodes/58-lost-horizon-james-hilton,Fats Domino,Everybody’s Got Something to Hide
Beyond Black,Hilary Mantel,https://www.backlisted.fm/episodes/59-beyond-black-hilary-mantel,He Died with His Eyes Open : Factory 1,Derek Raymond
Beyond Black,Hilary Mantel,https://www.backlisted.fm/episodes/59-beyond-black-hilary-mantel,Michael Moorcock,Mother London
Beyond Black,Hilary Mantel,https://www.backlisted.fm/episodes/59-beyond-black-hilary-mantel,Raymond Queneau,Oulipo
Beyond Black,Hilary Mantel,https://www.backlisted.fm/episodes/59-beyond-black-hilary-mantel,The Lucky Ones,Julianne Pachico
Beyond Black,Hilary Mantel,https://www.backlisted.fm/episodes/59-beyond-black-hilary-mantel,Sarah Waters,The Little Stranger
Beyond Black,Hilary Mantel,https://www.backlisted.fm/episodes/59-beyond-black-hilary-mantel,A Little Life,Hanya Yanagihara
Jesus' Son,Denis Johnson,https://www.backlisted.fm/episodes/60-denis-johnson-jesus-son,Chris Power,Mothers
Jesus' Son,Denis Johnson,https://www.backlisted.fm/episodes/60-denis-johnson-jesus-son,Erica Wagner,Chief Engineer
Jesus' Son,Denis Johnson,https://www.backlisted.fm/episodes/60-denis-johnson-jesus-son,David Foster Wallace,Infinite Jest
Jesus' Son,Denis Johnson,https://www.backlisted.fm/episodes/60-denis-johnson-jesus-son,Peter Carey,Oscar and Lucinda
Jesus' Son,Denis Johnson,https://www.backlisted.fm/episodes/60-denis-johnson-jesus-son,Charles Palliser,The Quincunx : The Inheritance of John Huffam
Jesus' Son,Denis Johnson,https://www.backlisted.fm/episodes/60-denis-johnson-jesus-son,Lindsay Clarke,The Chymical Wedding
Jesus' Son,Denis Johnson,https://www.backlisted.fm/episodes/60-denis-johnson-jesus-son,Denis Johnson,Tree of Smoke; Train Dreams; The Largesse of the Sea Maiden; The Stars at Noon; Angels; Resuscitation of a Hanged Man
Jesus' Son,Denis Johnson,https://www.backlisted.fm/episodes/60-denis-johnson-jesus-son,Julian Barnes,The Only Story
Jesus' Son,Denis Johnson,https://www.backlisted.fm/episodes/60-denis-johnson-jesus-son,The Fall,the unutterable
Jesus' Son,Denis Johnson,https://www.backlisted.fm/episodes/60-denis-johnson-jesus-son,'Heroin',The Velvet Underground
Berg,Ann Quin,https://www.backlisted.fm/episodes/61-ann-quin-berg,Ann Quin,Three; Passages; Tripticks;
Berg,Ann Quin,https://www.backlisted.fm/episodes/61-ann-quin-berg,David Seabrook,All the Devils Are Here
Berg,Ann Quin,https://www.backlisted.fm/episodes/61-ann-quin-berg,B.S.Johnson,Aren't You Rather Young to Be Writing Your Memoirs
Berg,Ann Quin,https://www.backlisted.fm/episodes/61-ann-quin-berg,Samuel Beckett,Murphy
Berg,Ann Quin,https://www.backlisted.fm/episodes/61-ann-quin-berg,George Melly,Revolt Into Style
Berg,Ann Quin,https://www.backlisted.fm/episodes/61-ann-quin-berg,Jeff Nuttall,Bomb Culture
Berg,Ann Quin,https://www.backlisted.fm/episodes/61-ann-quin-berg,The Hidden Matrix: Myth & the Human Mind by Neil Philip,get free postage by using the code QUIN at checkout
The Town House,Norah Lofts,https://www.backlisted.fm/episodes/62-norah-lofts-the-town-house,Norah Lofts,The House at Old Vine; The House at Sunset; Bless This House; Ann Boleyn; Nethergate; A Wayside Tavern
The Town House,Norah Lofts,https://www.backlisted.fm/episodes/62-norah-lofts-the-town-house,Keith Waterhouse,Billy Liar
The Town House,Norah Lofts,https://www.backlisted.fm/episodes/62-norah-lofts-the-town-house,Emmanuel Carrere,Limonov; The Adversary: A True Story of a Monstrous Deception
The Town House,Norah Lofts,https://www.backlisted.fm/episodes/62-norah-lofts-the-town-house,Michel Houellebecq,H.P. Lovecraft: Against theWorld
The Town House,Norah Lofts,https://www.backlisted.fm/episodes/62-norah-lofts-the-town-house,Michel Houellebecq,Against Life
The Town House,Norah Lofts,https://www.backlisted.fm/episodes/62-norah-lofts-the-town-house,Joan Aiken,The Wolves of Willoughby Chase
The Town House,Norah Lofts,https://www.backlisted.fm/episodes/62-norah-lofts-the-town-house,Russell Hoban,Riddley Walker
The Town House,Norah Lofts,https://www.backlisted.fm/episodes/62-norah-lofts-the-town-house,Paul Kingsnorth,The Wake
The Town House,Norah Lofts,https://www.backlisted.fm/episodes/62-norah-lofts-the-town-house,Sylvia Townsend Warner,The Corner That Held Them
The Town House,Norah Lofts,https://www.backlisted.fm/episodes/62-norah-lofts-the-town-house,Hilary Mantel,Wolf HallUnbound project of the week:
The Town House,Norah Lofts,https://www.backlisted.fm/episodes/62-norah-lofts-the-town-house,Women on Nature by Katharine Norbury,get free postage by using the code LOFTS at checkout
The Town House,Norah Lofts,https://www.backlisted.fm/episodes/62-norah-lofts-the-town-house,The Witches (DVD),a Hammer horror based on the Norah Lofts thriller (written under the name Peter Curtis)
The Town House,Norah Lofts,https://www.backlisted.fm/episodes/62-norah-lofts-the-town-house,The Witches (DVD),The Little Wax Doll
Something Happened,Joseph Heller,https://www.backlisted.fm/episodes/63-joseph-heller-something-happened,Nikita Lalwani,Gifted; The Village
Something Happened,Joseph Heller,https://www.backlisted.fm/episodes/63-joseph-heller-something-happened,Salman Rushdie,Midnight’s Children
Something Happened,Joseph Heller,https://www.backlisted.fm/episodes/63-joseph-heller-something-happened,Philip Norman,Shout!
Something Happened,Joseph Heller,https://www.backlisted.fm/episodes/63-joseph-heller-something-happened,David Chariandy,Soucouyant
Something Happened,Joseph Heller,https://www.backlisted.fm/episodes/63-joseph-heller-something-happened,Joseph Heller,Catch 22
Something Happened,Joseph Heller,https://www.backlisted.fm/episodes/63-joseph-heller-something-happened,Lucien Young,#Sonnets
Something Happened,Joseph Heller,https://www.backlisted.fm/episodes/63-joseph-heller-something-happened,1983 Granta list,Best of Young British Novelists
The Lowlife,Alexander Baron,https://www.backlisted.fm/episodes/64-alexander-baron-the-low-life,Eley Williams,Attrib.: and other stories
The Lowlife,Alexander Baron,https://www.backlisted.fm/episodes/64-alexander-baron-the-low-life,Edward St Aubyn,Patrick Melrose Volume 1 : Never Mind
The Lowlife,Alexander Baron,https://www.backlisted.fm/episodes/64-alexander-baron-the-low-life,Edward St Aubyn,Bad News and Some Hope
The Lowlife,Alexander Baron,https://www.backlisted.fm/episodes/64-alexander-baron-the-low-life,Mary Stewart,Ludo and the Star Horse; The Crystal Cave
The Lowlife,Alexander Baron,https://www.backlisted.fm/episodes/64-alexander-baron-the-low-life,John Gordon,The Giant Under the Snow
The Lowlife,Alexander Baron,https://www.backlisted.fm/episodes/64-alexander-baron-the-low-life,Laura Thompson,Rex v Edith Thompson
The Lowlife,Alexander Baron,https://www.backlisted.fm/episodes/64-alexander-baron-the-low-life,Harvill Press London Writing,Maureen Duffy
The Lowlife,Alexander Baron,https://www.backlisted.fm/episodes/64-alexander-baron-the-low-life,Patrick Hamilton,The Slaves of Solitude
The Lowlife,Alexander Baron,https://www.backlisted.fm/episodes/64-alexander-baron-the-low-life,Norman Collins,London Belongs to Me
The Lowlife,Alexander Baron,https://www.backlisted.fm/episodes/64-alexander-baron-the-low-life,Julian Maclaren,Ross
The Lowlife,Alexander Baron,https://www.backlisted.fm/episodes/64-alexander-baron-the-low-life,Iain Sinclair,London Orbital; Lights out for the territory
The Lowlife,Alexander Baron,https://www.backlisted.fm/episodes/64-alexander-baron-the-low-life,Alexander Baron,King Dido; Rosie Hogarth; From the City
The Lowlife,Alexander Baron,https://www.backlisted.fm/episodes/64-alexander-baron-the-low-life,Alexander Baron,from the Plough; The Human Kind; Strip Jack Naked; Franco is Dying
The Lowlife,Alexander Baron,https://www.backlisted.fm/episodes/64-alexander-baron-the-low-life,Colin MacInnes,Absolute Beginners
The Lowlife,Alexander Baron,https://www.backlisted.fm/episodes/64-alexander-baron-the-low-life,Don DeLillo,Libra
The Lowlife,Alexander Baron,https://www.backlisted.fm/episodes/64-alexander-baron-the-low-life,Medieval Death Bot,Murdered by Clerks
Corregidora,Gayl Jones,https://www.backlisted.fm/episodes/65-gayl-jones-corregidora,Roland Camberton,Rain on the Pavements
Corregidora,Gayl Jones,https://www.backlisted.fm/episodes/65-gayl-jones-corregidora,Edward Thomas,In Pursuit of Spring
Corregidora,Gayl Jones,https://www.backlisted.fm/episodes/65-gayl-jones-corregidora,Gayl Jones,Eva's Man; The Healing; Mosquito
Corregidora,Gayl Jones,https://www.backlisted.fm/episodes/65-gayl-jones-corregidora,Sarah Churchwell,Behold
Corregidora,Gayl Jones,https://www.backlisted.fm/episodes/65-gayl-jones-corregidora,Sarah Churchwell,America
Corregidora,Gayl Jones,https://www.backlisted.fm/episodes/65-gayl-jones-corregidora,Edward Thomas,The Collected Poems
Corregidora,Gayl Jones,https://www.backlisted.fm/episodes/65-gayl-jones-corregidora,Toni Morrison,Beloved; Jazz
Corregidora,Gayl Jones,https://www.backlisted.fm/episodes/65-gayl-jones-corregidora,Chronicle of a Tragedy Foretold,the New York Times on the death of Bob Higgins
Corregidora,Gayl Jones,https://www.backlisted.fm/episodes/65-gayl-jones-corregidora,Billie Holiday,'Deep Song' (1948)
Corregidora,Gayl Jones,https://www.backlisted.fm/episodes/65-gayl-jones-corregidora,Nina Simone,'Fine & Mellow' (1958)
The Fatal Englishman,Sebastian Faulks,https://www.backlisted.fm/episodes/66-sebastian-faulks-the-fatal-englishman,Sebastian Faulks,The Fatal Englishman; Birdsong; The Girl at Lion d'Or; Charlotte Gray; Devil May Care; Jeeves and the Wedding Bells
The Fatal Englishman,Sebastian Faulks,https://www.backlisted.fm/episodes/66-sebastian-faulks-the-fatal-englishman,Edward St Aubyn,Never Mind; Bad News; Some Hope; Mother's Milk; At Last
The Fatal Englishman,Sebastian Faulks,https://www.backlisted.fm/episodes/66-sebastian-faulks-the-fatal-englishman,Zoe Gilbert,Folk
The Fatal Englishman,Sebastian Faulks,https://www.backlisted.fm/episodes/66-sebastian-faulks-the-fatal-englishman,Daisy Johnson,Fen
The Fatal Englishman,Sebastian Faulks,https://www.backlisted.fm/episodes/66-sebastian-faulks-the-fatal-englishman,Claire,Louise Bennett
The Fatal Englishman,Sebastian Faulks,https://www.backlisted.fm/episodes/66-sebastian-faulks-the-fatal-englishman,Sarah Hall,Madame Zero
The Fatal Englishman,Sebastian Faulks,https://www.backlisted.fm/episodes/66-sebastian-faulks-the-fatal-englishman,Sylvia V. Linsteadt & Rima Staines,Tatterdemalion
The Fatal Englishman,Sebastian Faulks,https://www.backlisted.fm/episodes/66-sebastian-faulks-the-fatal-englishman,Richard Hilary,The Last Enemy
The Fatal Englishman,Sebastian Faulks,https://www.backlisted.fm/episodes/66-sebastian-faulks-the-fatal-englishman,Sebastian Faulks,Faulks on Fiction
The Fatal Englishman,Sebastian Faulks,https://www.backlisted.fm/episodes/66-sebastian-faulks-the-fatal-englishman,Simon Winder,The Man Who Saved Britain
The Fatal Englishman,Sebastian Faulks,https://www.backlisted.fm/episodes/66-sebastian-faulks-the-fatal-englishman,Javier Marías,Written Lives
The Fatal Englishman,Sebastian Faulks,https://www.backlisted.fm/episodes/66-sebastian-faulks-the-fatal-englishman,Miranda Carter,Three Emperors
The Fatal Englishman,Sebastian Faulks,https://www.backlisted.fm/episodes/66-sebastian-faulks-the-fatal-englishman,Marie Phillips,Oh
The Fatal Englishman,Sebastian Faulks,https://www.backlisted.fm/episodes/66-sebastian-faulks-the-fatal-englishman,Marie Phillips,I Do Like to Be...
The Fatal Englishman,Sebastian Faulks,https://www.backlisted.fm/episodes/66-sebastian-faulks-the-fatal-englishman,Sebastian Faulks on researching non,fiction
My Antonia,Willa Cather,https://www.backlisted.fm/episodes/67-willa-cather-my-ntonia,Willa Cather,My Ántonia
My Antonia,Willa Cather,https://www.backlisted.fm/episodes/67-willa-cather-my-ntonia,Willa Cather,A Lost Lady (1923)
My Antonia,Willa Cather,https://www.backlisted.fm/episodes/67-willa-cather-my-ntonia,Willa Cather,The Professor's House (1925)
My Antonia,Willa Cather,https://www.backlisted.fm/episodes/67-willa-cather-my-ntonia,Willa Cather,O Pioneers (1913)
My Antonia,Willa Cather,https://www.backlisted.fm/episodes/67-willa-cather-my-ntonia,Willa Cather,The Song of the Lark (1915)
My Antonia,Willa Cather,https://www.backlisted.fm/episodes/67-willa-cather-my-ntonia,Willa Cather,My Mortal Enemy (1926)
My Antonia,Willa Cather,https://www.backlisted.fm/episodes/67-willa-cather-my-ntonia,Willa Cather,Death Comes for the Archbishop (1927)
My Antonia,Willa Cather,https://www.backlisted.fm/episodes/67-willa-cather-my-ntonia,Willa Cather,Willa Cather on Writing
My Antonia,Willa Cather,https://www.backlisted.fm/episodes/67-willa-cather-my-ntonia,Hermione Lee,Willa Cather: Double Lives / A Life Saved Up (1989)
My Antonia,Willa Cather,https://www.backlisted.fm/episodes/67-willa-cather-my-ntonia,Hermione Lee,Body Parts: Essays on Life-writing;
My Antonia,Willa Cather,https://www.backlisted.fm/episodes/67-willa-cather-my-ntonia,Hermione Lee,A Very Short Introdcution to Biography
The Bloody Chamber,Angela Carter,https://www.backlisted.fm/episodes/68-angela-carter-the-bloody-chamber-other-stories,Angela Carter,The Bloody Chamber & Other Stories (1979)
The Bloody Chamber,Angela Carter,https://www.backlisted.fm/episodes/68-angela-carter-the-bloody-chamber-other-stories,Angela Carter,The Magic Toyshop (1967)
The Bloody Chamber,Angela Carter,https://www.backlisted.fm/episodes/68-angela-carter-the-bloody-chamber-other-stories,Angela Carter,Love (1971)
The Bloody Chamber,Angela Carter,https://www.backlisted.fm/episodes/68-angela-carter-the-bloody-chamber-other-stories,Angela Carter,Nights at the Circus (1984)
The Bloody Chamber,Angela Carter,https://www.backlisted.fm/episodes/68-angela-carter-the-bloody-chamber-other-stories,Angela Carter,Wise Children (1991)
The Bloody Chamber,Angela Carter,https://www.backlisted.fm/episodes/68-angela-carter-the-bloody-chamber-other-stories,Angela Carter,The Sadeian Woman & the Ideology of Pornography (1979)
The Bloody Chamber,Angela Carter,https://www.backlisted.fm/episodes/68-angela-carter-the-bloody-chamber-other-stories,Angela Carter,Nothing Sacred: Selected Writings (1982)Philip Roth
Told by an Idiot,Rose Macaulay,https://www.backlisted.fm/episodes/69-rose-macaulay-told-by-an-idiot,Rose Macaulay,Told By An Idiot (1923)
Told by an Idiot,Rose Macaulay,https://www.backlisted.fm/episodes/69-rose-macaulay-told-by-an-idiot,Rose Macaulay,The World My Wilderness (1950)
Told by an Idiot,Rose Macaulay,https://www.backlisted.fm/episodes/69-rose-macaulay-told-by-an-idiot,Rose Macaulay,The Towers of Trebizond (1956)
Told by an Idiot,Rose Macaulay,https://www.backlisted.fm/episodes/69-rose-macaulay-told-by-an-idiot,Rose Macaulay,Personal Pleasures (1935)
A Girl in Winter,Phillip Larkin,https://www.backlisted.fm/episodes/74-philip-larkin-a-girl-in-winter,Philip Larkin,A Girl in Winter
A Girl in Winter,Phillip Larkin,https://www.backlisted.fm/episodes/74-philip-larkin-a-girl-in-winter,Philip Larkin,Jill
A Girl in Winter,Phillip Larkin,https://www.backlisted.fm/episodes/74-philip-larkin-a-girl-in-winter,Philip Larkin,The North Ship
A Girl in Winter,Phillip Larkin,https://www.backlisted.fm/episodes/74-philip-larkin-a-girl-in-winter,Philip Larkin, Collected Poems
A Girl in Winter,Phillip Larkin,https://www.backlisted.fm/episodes/74-philip-larkin-a-girl-in-winter,Philip Larkin,Selected Letters
Ulverton,Adam Thorpe,https://www.backlisted.fm/episodes/75-adam-thorpe-ulverton,Adam Thorpe,Ulverton
Ulverton,Adam Thorpe,https://www.backlisted.fm/episodes/75-adam-thorpe-ulverton,Adam Thorpe,Hodd
Ulverton,Adam Thorpe,https://www.backlisted.fm/episodes/75-adam-thorpe-ulverton,Adam Thorpe,Missing Fay
Ulverton,Adam Thorpe,https://www.backlisted.fm/episodes/75-adam-thorpe-ulverton,Adam Thorpe,On Silbury Hill
Autumn Journal,Louis Macneice,https://www.backlisted.fm/episodes/77-louis-macneice-autumn-journal,Louis MacNeice,Autumn Journal
Autumn Journal,Louis Macneice,https://www.backlisted.fm/episodes/77-louis-macneice-autumn-journal,Louis MacNeice,Collected Poems
Autumn Journal,Louis Macneice,https://www.backlisted.fm/episodes/77-louis-macneice-autumn-journal,Louis MacNeice,The Burning Perch
Harpo Speaks!,Harpo Marx,https://www.backlisted.fm/episodes/81-harpo-marx-harpo-speaks,Harpo Marx & Rowland Barber,Harpo Speaks!
Books Do Furnish a Room,Anthony Powell,https://www.backlisted.fm/episodes/anthony-powell-books-do-furnish-a-room,Hilary Spurling,Anthony Powell: Dancing to the Music of Time
Books Do Furnish a Room,Anthony Powell,https://www.backlisted.fm/episodes/anthony-powell-books-do-furnish-a-room,Hilary Spurling,An Invitation to the Dance: A Handbook to A Dance to the Music of Time
Books Do Furnish a Room,Anthony Powell,https://www.backlisted.fm/episodes/anthony-powell-books-do-furnish-a-room,Hilary Spurling,Matisse the Master
Books Do Furnish a Room,Anthony Powell,https://www.backlisted.fm/episodes/anthony-powell-books-do-furnish-a-room,Hilary Spurling,The Girl From the Fiction Department: A Portrait of Sonia Orwell
The Rainbow,D.H. Lawrence,https://www.backlisted.fm/episodes/dh-lawrence-the-rainbow,Henry Green,Doting
Hemlock and After,Angus Wilson,https://www.backlisted.fm/episodes/85-angus-wilson-hemlock-and-after,Angus Wilson,Hemlock and After
Hemlock and After,Angus Wilson,https://www.backlisted.fm/episodes/85-angus-wilson-hemlock-and-after,Angus Wilson,The Wrong Set
Hemlock and After,Angus Wilson,https://www.backlisted.fm/episodes/85-angus-wilson-hemlock-and-after,Angus Wilson,Anglo-Saxon Attitudes
Hemlock and After,Angus Wilson,https://www.backlisted.fm/episodes/85-angus-wilson-hemlock-and-after,Angus Wilson,Such Darling Dodos
Hemlock and After,Angus Wilson,https://www.backlisted.fm/episodes/85-angus-wilson-hemlock-and-after,Angus Wilson,Late Call
Hemlock and After,Angus Wilson,https://www.backlisted.fm/episodes/85-angus-wilson-hemlock-and-after,Angus Wilson,No Laughing MatterNathalie Léger
Utz,Bruce Chatwin,https://www.backlisted.fm/episodes/87-bruce-chatwin-utz,Bruce Chatwin,Utz
Utz,Bruce Chatwin,https://www.backlisted.fm/episodes/87-bruce-chatwin-utz,Bruce Chatwin,The Songlines
Utz,Bruce Chatwin,https://www.backlisted.fm/episodes/87-bruce-chatwin-utz,Bruce Chatwin,On the Black Hill
Utz,Bruce Chatwin,https://www.backlisted.fm/episodes/87-bruce-chatwin-utz,Bruce Chatwin,The Viceroy of Ouidah
Utz,Bruce Chatwin,https://www.backlisted.fm/episodes/87-bruce-chatwin-utz,Bruce Chatwin,What Am I Doing Here
Utz,Bruce Chatwin,https://www.backlisted.fm/episodes/87-bruce-chatwin-utz,Bruce Chatwin,In Patagonia
The Animal Family,Randall Jarrell,https://www.backlisted.fm/episodes/bv6wglek74dfaj0tb0t13nqii0ecov,Randall Jarrell,The Animal Family
The Animal Family,Randall Jarrell,https://www.backlisted.fm/episodes/bv6wglek74dfaj0tb0t13nqii0ecov,Randall Jarrell,Fly by Night
The Animal Family,Randall Jarrell,https://www.backlisted.fm/episodes/bv6wglek74dfaj0tb0t13nqii0ecov,Randall Jarrell,The Woman at the Washington Zoo
The Animal Family,Randall Jarrell,https://www.backlisted.fm/episodes/bv6wglek74dfaj0tb0t13nqii0ecov,Randall Jarrell,Randall Jarrell’s Book of Stories
The Animal Family,Randall Jarrell,https://www.backlisted.fm/episodes/bv6wglek74dfaj0tb0t13nqii0ecov,Randall Jarrell,The Death of the Ball Turret Gunner
The Animal Family,Randall Jarrell,https://www.backlisted.fm/episodes/bv6wglek74dfaj0tb0t13nqii0ecov,Randall Jarrell,Pictures From an Institution
The Animal Family,Randall Jarrell,https://www.backlisted.fm/episodes/bv6wglek74dfaj0tb0t13nqii0ecov,Andy Miller,The Year of Reading Dangerously
The Animal Family,Randall Jarrell,https://www.backlisted.fm/episodes/bv6wglek74dfaj0tb0t13nqii0ecov,W. J. Turner,Exmoor Village
The Animal Family,Randall Jarrell,https://www.backlisted.fm/episodes/bv6wglek74dfaj0tb0t13nqii0ecov,George Melly,Revolt Into Style: The Pop Arts in Britain
The Animal Family,Randall Jarrell,https://www.backlisted.fm/episodes/bv6wglek74dfaj0tb0t13nqii0ecov,George Melly,Rum Bum and Concertina
The Animal Family,Randall Jarrell,https://www.backlisted.fm/episodes/bv6wglek74dfaj0tb0t13nqii0ecov,Richard Hoggart,The Uses of Literacy: Aspects of Working
The Animal Family,Randall Jarrell,https://www.backlisted.fm/episodes/bv6wglek74dfaj0tb0t13nqii0ecov,Maurice Sendak,Where the Wild Things Are
The Animal Family,Randall Jarrell,https://www.backlisted.fm/episodes/bv6wglek74dfaj0tb0t13nqii0ecov,Vladimir Nabokov,Pnin
The Animal Family,Randall Jarrell,https://www.backlisted.fm/episodes/bv6wglek74dfaj0tb0t13nqii0ecov,Brian Selznick,The Invention of Hugo Cabret
The Animal Family,Randall Jarrell,https://www.backlisted.fm/episodes/bv6wglek74dfaj0tb0t13nqii0ecov,Brian Selznick,The Marvels
The Animal Family,Randall Jarrell,https://www.backlisted.fm/episodes/bv6wglek74dfaj0tb0t13nqii0ecov,Brian Selznick,Wonderstruck
The Animal Family,Randall Jarrell,https://www.backlisted.fm/episodes/bv6wglek74dfaj0tb0t13nqii0ecov,Selma Lanes,The Art of Maurice Sendak
The Animal Family,Randall Jarrell,https://www.backlisted.fm/episodes/bv6wglek74dfaj0tb0t13nqii0ecov,Nikolai Gogol,The Nose
The Holiday,Steve Smith,https://www.backlisted.fm/episodes/23-stevie-smith-the-holiday,Andy Miller,The Year of Reading Dangerously
The Holiday,Steve Smith,https://www.backlisted.fm/episodes/23-stevie-smith-the-holiday,Sally Bayley,Private Life of the Diary
The Holiday,Steve Smith,https://www.backlisted.fm/episodes/23-stevie-smith-the-holiday,David Szalay,All That Man Is
The Holiday,Steve Smith,https://www.backlisted.fm/episodes/23-stevie-smith-the-holiday,Colson Whitehead,The Underground Railroad
The Holiday,Steve Smith,https://www.backlisted.fm/episodes/23-stevie-smith-the-holiday,Chris Wilson,The Glue Ponys
The Holiday,Steve Smith,https://www.backlisted.fm/episodes/23-stevie-smith-the-holiday,Gisela Elsner,Offside
The Holiday,Steve Smith,https://www.backlisted.fm/episodes/23-stevie-smith-the-holiday,Anita Brookner,Hotel Du Lac
The Holiday,Steve Smith,https://www.backlisted.fm/episodes/23-stevie-smith-the-holiday,J. G. Ballard,Empire of the Sun
The Holiday,Steve Smith,https://www.backlisted.fm/episodes/23-stevie-smith-the-holiday,Stevie Smith,The Holiday
The Holiday,Steve Smith,https://www.backlisted.fm/episodes/23-stevie-smith-the-holiday,Stevie Smith,Not Waving But Drowning
The Holiday,Steve Smith,https://www.backlisted.fm/episodes/23-stevie-smith-the-holiday,Stevie Smith,Novel On Yellow Paper
The Holiday,Steve Smith,https://www.backlisted.fm/episodes/23-stevie-smith-the-holiday,Stevie Smith,I Remember
The Holiday,Steve Smith,https://www.backlisted.fm/episodes/23-stevie-smith-the-holiday,Nigel Balchin,Darkness Falls from the Air
The Holiday,Steve Smith,https://www.backlisted.fm/episodes/23-stevie-smith-the-holiday,David Foster Wallace,Infinite Jest
The Holiday,Steve Smith,https://www.backlisted.fm/episodes/23-stevie-smith-the-holiday,Lewis Carroll,Alice’s Adventures in Wonderland
Cold Hand in Mine,Robert Aickman,https://www.backlisted.fm/episodes/24-robert-aickman-cold-hand-in-mine,Andy Miller,The Year of Reading Dangerously
Cold Hand in Mine,Robert Aickman,https://www.backlisted.fm/episodes/24-robert-aickman-cold-hand-in-mine,Robert Aickman,Cold Hand in Mine
Cold Hand in Mine,Robert Aickman,https://www.backlisted.fm/episodes/24-robert-aickman-cold-hand-in-mine,Robert Aickman,The Unsettled Dust
Cold Hand in Mine,Robert Aickman,https://www.backlisted.fm/episodes/24-robert-aickman-cold-hand-in-mine,Robert Aickman,Dark Entries
Cold Hand in Mine,Robert Aickman,https://www.backlisted.fm/episodes/24-robert-aickman-cold-hand-in-mine,Robert Aickman,The Fontana Book of Great Ghost Stories
Cold Hand in Mine,Robert Aickman,https://www.backlisted.fm/episodes/24-robert-aickman-cold-hand-in-mine,Robert Aickman,The Hospice
Cold Hand in Mine,Robert Aickman,https://www.backlisted.fm/episodes/24-robert-aickman-cold-hand-in-mine,Robert Aickman,The Trains
Cold Hand in Mine,Robert Aickman,https://www.backlisted.fm/episodes/24-robert-aickman-cold-hand-in-mine,Robert Aickman,Your Tiny Hand is Frozen
Cold Hand in Mine,Robert Aickman,https://www.backlisted.fm/episodes/24-robert-aickman-cold-hand-in-mine,Robert Aickman,The Attempted Rescue
Cold Hand in Mine,Robert Aickman,https://www.backlisted.fm/episodes/24-robert-aickman-cold-hand-in-mine,Robert Aickman,The Wine
Cold Hand in Mine,Robert Aickman,https://www.backlisted.fm/episodes/24-robert-aickman-cold-hand-in-mine,Ali Smith,Autumn
Cold Hand in Mine,Robert Aickman,https://www.backlisted.fm/episodes/24-robert-aickman-cold-hand-in-mine,Thomas Firminger Thiselton,British Popular Customs: Present and Past: Illustrating the Social and Domestic Manners of the People: Arranged According to the Calender of the Year
Cold Hand in Mine,Robert Aickman,https://www.backlisted.fm/episodes/24-robert-aickman-cold-hand-in-mine,Edward Gorey,The Gashlycrumb Tinies
Cold Hand in Mine,Robert Aickman,https://www.backlisted.fm/episodes/24-robert-aickman-cold-hand-in-mine,Elizabeth Jane Howard and Robert Aickman,We Are For the Dark
Slaves of Solitude,Patrick Hamilton,https://www.backlisted.fm/episodes/pttf5rp30p7qixm6z2greeoz5p1nlw,Patrick Hamilton,Slaves of Solitude
Slaves of Solitude,Patrick Hamilton,https://www.backlisted.fm/episodes/pttf5rp30p7qixm6z2greeoz5p1nlw,Patrick Hamilton,Hangover Square
Slaves of Solitude,Patrick Hamilton,https://www.backlisted.fm/episodes/pttf5rp30p7qixm6z2greeoz5p1nlw,Patrick Hamilton,Twenty Thousand Streets Under the Sky
Slaves of Solitude,Patrick Hamilton,https://www.backlisted.fm/episodes/pttf5rp30p7qixm6z2greeoz5p1nlw,Patrick Hamilton,Craven House
Slaves of Solitude,Patrick Hamilton,https://www.backlisted.fm/episodes/pttf5rp30p7qixm6z2greeoz5p1nlw,Patrick Hamilton,Rope
Slaves of Solitude,Patrick Hamilton,https://www.backlisted.fm/episodes/pttf5rp30p7qixm6z2greeoz5p1nlw,Patrick Hamilton,Impromptu in Moribundia
Slaves of Solitude,Patrick Hamilton,https://www.backlisted.fm/episodes/pttf5rp30p7qixm6z2greeoz5p1nlw,Patrick Hamilton,Gaslight
Slaves of Solitude,Patrick Hamilton,https://www.backlisted.fm/episodes/pttf5rp30p7qixm6z2greeoz5p1nlw,Patrick Hamilton,The Gorse Trilogy
Slaves of Solitude,Patrick Hamilton,https://www.backlisted.fm/episodes/pttf5rp30p7qixm6z2greeoz5p1nlw,Stuart Evers,Ten Stories about Smoking
Slaves of Solitude,Patrick Hamilton,https://www.backlisted.fm/episodes/pttf5rp30p7qixm6z2greeoz5p1nlw,Lissa Evans,Wed Wabbit
Slaves of Solitude,Patrick Hamilton,https://www.backlisted.fm/episodes/pttf5rp30p7qixm6z2greeoz5p1nlw,Lissa Evans,Crooked Heart
