episode_title,episode_author,link,author,Title
Slaves of Solitude,Patrick Hamilton,https://www.backlisted.fm/episodes/pttf5rp30p7qixm6z2greeoz5p1nlw,Padgett Powell,The Interrogative Mood
Slaves of Solitude,Patrick Hamilton,https://www.backlisted.fm/episodes/pttf5rp30p7qixm6z2greeoz5p1nlw,Nicholson baker,The Mezzanine
Slaves of Solitude,Patrick Hamilton,https://www.backlisted.fm/episodes/pttf5rp30p7qixm6z2greeoz5p1nlw,Keith Waterhouse,Palace Pier
Slaves of Solitude,Patrick Hamilton,https://www.backlisted.fm/episodes/pttf5rp30p7qixm6z2greeoz5p1nlw,Keith Waterhouse,Jeffrey Bernard is Unwell
Slaves of Solitude,Patrick Hamilton,https://www.backlisted.fm/episodes/pttf5rp30p7qixm6z2greeoz5p1nlw,Robert Tressel,The Ragged Trousered Philanthropists
Slaves of Solitude,Patrick Hamilton,https://www.backlisted.fm/episodes/pttf5rp30p7qixm6z2greeoz5p1nlw,Nigel H. Jones,Through a Glass Darkly
My Antonia,Willa Cather,https://www.backlisted.fm/episodes/67-willa-cather-my-ntonia,Raymond Chandler,The Long Goodbye
My Antonia,Willa Cather,https://www.backlisted.fm/episodes/67-willa-cather-my-ntonia,Grahame Greene,The End of the Affair
My Antonia,Willa Cather,https://www.backlisted.fm/episodes/67-willa-cather-my-ntonia,Grahame Greene,The End of the Affair audiobook (read by Colin Firth)
My Antonia,Willa Cather,https://www.backlisted.fm/episodes/67-willa-cather-my-ntonia,D.H. Lawrence,The Rainbow
My Antonia,Willa Cather,https://www.backlisted.fm/episodes/67-willa-cather-my-ntonia,Laura Ingalls Wilder,The Little House of the Prairie
My Antonia,Willa Cather,https://www.backlisted.fm/episodes/67-willa-cather-my-ntonia,Louisa May Alcott,Little Women
My Antonia,Willa Cather,https://www.backlisted.fm/episodes/67-willa-cather-my-ntonia,Henry James,The Portrait of a Lady
My Antonia,Willa Cather,https://www.backlisted.fm/episodes/67-willa-cather-my-ntonia,Ivan Turgenev,Fathers and Sons
My Antonia,Willa Cather,https://www.backlisted.fm/episodes/67-willa-cather-my-ntonia,Leo Tolstoy,The Kreutzer Sonata
My Antonia,Willa Cather,https://www.backlisted.fm/episodes/67-willa-cather-my-ntonia,Virgil,Georgics
My Antonia,Willa Cather,https://www.backlisted.fm/episodes/67-willa-cather-my-ntonia,Halldor Laxness,Independent People
My Antonia,Willa Cather,https://www.backlisted.fm/episodes/67-willa-cather-my-ntonia,William Maxwell,Time Will Darken It
My Antonia,Willa Cather,https://www.backlisted.fm/episodes/67-willa-cather-my-ntonia,Jon McGregor,Reservoir 13
My Antonia,Willa Cather,https://www.backlisted.fm/episodes/67-willa-cather-my-ntonia,Miguel de Cervantes,Don Quixote
The Bloody Chamber,Angela Carter,https://www.backlisted.fm/episodes/68-angela-carter-the-bloody-chamber-other-stories,Philip Roth,Sabbath's Theater (1995)
The Bloody Chamber,Angela Carter,https://www.backlisted.fm/episodes/68-angela-carter-the-bloody-chamber-other-stories,Philip Roth,American Pastoral (1997)
The Bloody Chamber,Angela Carter,https://www.backlisted.fm/episodes/68-angela-carter-the-bloody-chamber-other-stories,Philip Roth,The Human Stain (2000)
The Bloody Chamber,Angela Carter,https://www.backlisted.fm/episodes/68-angela-carter-the-bloody-chamber-other-stories,Philip Roth,The Plot Against America (2004)
The Bloody Chamber,Angela Carter,https://www.backlisted.fm/episodes/68-angela-carter-the-bloody-chamber-other-stories,Philip Roth,Portnoy's Complaint (1969)
The Bloody Chamber,Angela Carter,https://www.backlisted.fm/episodes/68-angela-carter-the-bloody-chamber-other-stories,Philip Roth,Goodbye
The Bloody Chamber,Angela Carter,https://www.backlisted.fm/episodes/68-angela-carter-the-bloody-chamber-other-stories,Philip Roth,Columbus (1959)
The Bloody Chamber,Angela Carter,https://www.backlisted.fm/episodes/68-angela-carter-the-bloody-chamber-other-stories,Philip Roth,I Married a Communist (1998)
The Bloody Chamber,Angela Carter,https://www.backlisted.fm/episodes/68-angela-carter-the-bloody-chamber-other-stories,Edmund Gordon,The Invention of Angela Carter: A Biography
The Bloody Chamber,Angela Carter,https://www.backlisted.fm/episodes/68-angela-carter-the-bloody-chamber-other-stories,Bruno Bettelheim,The Uses of Enchantment: the Meaning & Importance of Fairy Tales
The Bloody Chamber,Angela Carter,https://www.backlisted.fm/episodes/68-angela-carter-the-bloody-chamber-other-stories,Marina Warner,From The Beast To The Blonde: On Fairy Tales and Their Tellers
The Bloody Chamber,Angela Carter,https://www.backlisted.fm/episodes/68-angela-carter-the-bloody-chamber-other-stories,E.L. James,Fifty Shades of Grey
Told by an Idiot,Rose Macaulay,https://www.backlisted.fm/episodes/69-rose-macaulay-told-by-an-idiot,Nancy Pearl,Book Lust
Told by an Idiot,Rose Macaulay,https://www.backlisted.fm/episodes/69-rose-macaulay-told-by-an-idiot,Nancy Pearl,More Book Lust
Told by an Idiot,Rose Macaulay,https://www.backlisted.fm/episodes/69-rose-macaulay-told-by-an-idiot,Nancy Pearl,Book Crush
Told by an Idiot,Rose Macaulay,https://www.backlisted.fm/episodes/69-rose-macaulay-told-by-an-idiot,Nancy Pearl,George & Lizzie
Told by an Idiot,Rose Macaulay,https://www.backlisted.fm/episodes/69-rose-macaulay-told-by-an-idiot,Andrew Sean Greer,Less
Told by an Idiot,Rose Macaulay,https://www.backlisted.fm/episodes/69-rose-macaulay-told-by-an-idiot,George Saunders,Lincoln in the Bardo
Told by an Idiot,Rose Macaulay,https://www.backlisted.fm/episodes/69-rose-macaulay-told-by-an-idiot,Jessamyn Ward,Sing
Told by an Idiot,Rose Macaulay,https://www.backlisted.fm/episodes/69-rose-macaulay-told-by-an-idiot,Jessamyn Ward,Unburied
Told by an Idiot,Rose Macaulay,https://www.backlisted.fm/episodes/69-rose-macaulay-told-by-an-idiot,Jessamyn Ward,Sing
Told by an Idiot,Rose Macaulay,https://www.backlisted.fm/episodes/69-rose-macaulay-told-by-an-idiot,Sally Bayley,Girl With Dove: A Life Built By Books
Told by an Idiot,Rose Macaulay,https://www.backlisted.fm/episodes/69-rose-macaulay-told-by-an-idiot,Sally Bayley,The Private Life of the Diary
Told by an Idiot,Rose Macaulay,https://www.backlisted.fm/episodes/69-rose-macaulay-told-by-an-idiot,Lucy Mangan,Bookworm
Told by an Idiot,Rose Macaulay,https://www.backlisted.fm/episodes/69-rose-macaulay-told-by-an-idiot,Francis Spufford,The Child that Books Built
Told by an Idiot,Rose Macaulay,https://www.backlisted.fm/episodes/69-rose-macaulay-told-by-an-idiot,Andy Miller,The Year of Reading Dangerously
Told by an Idiot,Rose Macaulay,https://www.backlisted.fm/episodes/69-rose-macaulay-told-by-an-idiot,Nicholson Baker,U & I
Told by an Idiot,Rose Macaulay,https://www.backlisted.fm/episodes/69-rose-macaulay-told-by-an-idiot,Budd Schulberg,The Disenchanted
Told by an Idiot,Rose Macaulay,https://www.backlisted.fm/episodes/69-rose-macaulay-told-by-an-idiot,Cormac McCarthy,All the Pretty Horses
Told by an Idiot,Rose Macaulay,https://www.backlisted.fm/episodes/69-rose-macaulay-told-by-an-idiot,Grahame Greene,The End of the Affair
Told by an Idiot,Rose Macaulay,https://www.backlisted.fm/episodes/69-rose-macaulay-told-by-an-idiot,Ann Boston (ed),Wave Me Goodbye: Stories of the Second World War
Told by an Idiot,Rose Macaulay,https://www.backlisted.fm/episodes/69-rose-macaulay-told-by-an-idiot,Sarah LeFanu,Rose Macaulay: A Biography
Told by an Idiot,Rose Macaulay,https://www.backlisted.fm/episodes/69-rose-macaulay-told-by-an-idiot,Constance Babington Smith,Rose Macaulay
Told by an Idiot,Rose Macaulay,https://www.backlisted.fm/episodes/69-rose-macaulay-told-by-an-idiot,Philip Roth,Sabbath's Theater
Told by an Idiot,Rose Macaulay,https://www.backlisted.fm/episodes/69-rose-macaulay-told-by-an-idiot,Nick Hornby,About a Boy
Told by an Idiot,Rose Macaulay,https://www.backlisted.fm/episodes/69-rose-macaulay-told-by-an-idiot,Edward St Aubyn,The Patrick Melrose Novels
Drinking Coffee Elsewhere,Zz Packer,https://www.backlisted.fm/episodes/70-zz-packer-drinking-coffee-elsewhere,ZZ Packer,Drinking Coffee Elsewhere
Drinking Coffee Elsewhere,Zz Packer,https://www.backlisted.fm/episodes/70-zz-packer-drinking-coffee-elsewhere,ZZ Packer,Drinking Coffee Elsewhere
Drinking Coffee Elsewhere,Zz Packer,https://www.backlisted.fm/episodes/70-zz-packer-drinking-coffee-elsewhere,Nikesh Shukla,The One Who Wrote Destiny
Drinking Coffee Elsewhere,Zz Packer,https://www.backlisted.fm/episodes/70-zz-packer-drinking-coffee-elsewhere,Nikesh Shukla,Meatspace
Drinking Coffee Elsewhere,Zz Packer,https://www.backlisted.fm/episodes/70-zz-packer-drinking-coffee-elsewhere,Nikesh Shukla,Run Riot
Drinking Coffee Elsewhere,Zz Packer,https://www.backlisted.fm/episodes/70-zz-packer-drinking-coffee-elsewhere,Nikesh Shukla,The Good Immigrant (ed.)
Drinking Coffee Elsewhere,Zz Packer,https://www.backlisted.fm/episodes/70-zz-packer-drinking-coffee-elsewhere,Lissa Evans,Old Baggage
Drinking Coffee Elsewhere,Zz Packer,https://www.backlisted.fm/episodes/70-zz-packer-drinking-coffee-elsewhere,Lissa Evans,Crooked Heart
Drinking Coffee Elsewhere,Zz Packer,https://www.backlisted.fm/episodes/70-zz-packer-drinking-coffee-elsewhere,Jade Sharma,Problems
Drinking Coffee Elsewhere,Zz Packer,https://www.backlisted.fm/episodes/70-zz-packer-drinking-coffee-elsewhere,Chip Zdarsky & Adam Kubert,Peter Parker: The Spectacular Spider
Drinking Coffee Elsewhere,Zz Packer,https://www.backlisted.fm/episodes/70-zz-packer-drinking-coffee-elsewhere,Olga Tokarczuk,Flights (trans. Jennifer Croft) Winner of the International Man Booker 2018
Drinking Coffee Elsewhere,Zz Packer,https://www.backlisted.fm/episodes/70-zz-packer-drinking-coffee-elsewhere,Akhil Sharma,Family Life
The Return of the King,J.R.R Tolkien,https://www.backlisted.fm/episodes/71-jrr-tolkien-the-return-of-the-king,J.R.R Tolkien,The Return of the King
The Return of the King,J.R.R Tolkien,https://www.backlisted.fm/episodes/71-jrr-tolkien-the-return-of-the-king,J.R.R Tolkien,The Lord of the Rings
The Return of the King,J.R.R Tolkien,https://www.backlisted.fm/episodes/71-jrr-tolkien-the-return-of-the-king,J.R.R Tolkien,The Silmarillion
The Return of the King,J.R.R Tolkien,https://www.backlisted.fm/episodes/71-jrr-tolkien-the-return-of-the-king,J.R.R. Tolkien,The Lord of the Rings (BBC Radio 4 adaptation with Ian Holm
The Return of the King,J.R.R Tolkien,https://www.backlisted.fm/episodes/71-jrr-tolkien-the-return-of-the-king,J.R.R. Tolkien,Michael Hordern)
The Return of the King,J.R.R Tolkien,https://www.backlisted.fm/episodes/71-jrr-tolkien-the-return-of-the-king,J.R.R. Tolkien,The Silmarillion (audiobook read by Martin Shaw)
The Return of the King,J.R.R Tolkien,https://www.backlisted.fm/episodes/71-jrr-tolkien-the-return-of-the-king,Dan Kieran & Sam Jordison,Crap Towns Returns
The Return of the King,J.R.R Tolkien,https://www.backlisted.fm/episodes/71-jrr-tolkien-the-return-of-the-king,Dan Kieran,The Surfboard
The Return of the King,J.R.R Tolkien,https://www.backlisted.fm/episodes/71-jrr-tolkien-the-return-of-the-king,Una McCormack,Doctor Who: The Way through the Woods
The Return of the King,J.R.R Tolkien,https://www.backlisted.fm/episodes/71-jrr-tolkien-the-return-of-the-king,Russell Hoban,Riddley Walker
The Return of the King,J.R.R Tolkien,https://www.backlisted.fm/episodes/71-jrr-tolkien-the-return-of-the-king,D.H. Lawrence,Sons & Lovers
The Return of the King,J.R.R Tolkien,https://www.backlisted.fm/episodes/71-jrr-tolkien-the-return-of-the-king,Nicola Barker,H(a)ppy
The Return of the King,J.R.R Tolkien,https://www.backlisted.fm/episodes/71-jrr-tolkien-the-return-of-the-king,Georges Simenon,The Krull House
The Return of the King,J.R.R Tolkien,https://www.backlisted.fm/episodes/71-jrr-tolkien-the-return-of-the-king,Derek Taylor,As Time Goes By
The Return of the King,J.R.R Tolkien,https://www.backlisted.fm/episodes/71-jrr-tolkien-the-return-of-the-king,Olivia Laing,Crudo
The Return of the King,J.R.R Tolkien,https://www.backlisted.fm/episodes/71-jrr-tolkien-the-return-of-the-king,Olivia Laing,To the River
The Return of the King,J.R.R Tolkien,https://www.backlisted.fm/episodes/71-jrr-tolkien-the-return-of-the-king,Olivia Laing,The Trip to Echo Spring
The Return of the King,J.R.R Tolkien,https://www.backlisted.fm/episodes/71-jrr-tolkien-the-return-of-the-king,Olivia Laing,The Lonely City
The Return of the King,J.R.R Tolkien,https://www.backlisted.fm/episodes/71-jrr-tolkien-the-return-of-the-king,Vladimir Nabokov,Pale Fire
The Return of the King,J.R.R Tolkien,https://www.backlisted.fm/episodes/71-jrr-tolkien-the-return-of-the-king,Edward Thomas,In Pursuit of Spring
The Return of the King,J.R.R Tolkien,https://www.backlisted.fm/episodes/71-jrr-tolkien-the-return-of-the-king,Douglas Adams,A Hitchhiker’s Guide to the Galaxy
The Return of the King,J.R.R Tolkien,https://www.backlisted.fm/episodes/71-jrr-tolkien-the-return-of-the-king,John Garth,Tolkien & the Great War
The Return of the King,J.R.R Tolkien,https://www.backlisted.fm/episodes/71-jrr-tolkien-the-return-of-the-king,Ronald Hutton,Witches
The Return of the King,J.R.R Tolkien,https://www.backlisted.fm/episodes/71-jrr-tolkien-the-return-of-the-king,Ronald Hutton,Druids & King Arthur
The Lion & the Unicorn,George Orwell,https://www.backlisted.fm/episodes/73-george-orwell-the-lion-the-unicorn,George Orwell,The Lion & the Unicorn
The Lion & the Unicorn,George Orwell,https://www.backlisted.fm/episodes/73-george-orwell-the-lion-the-unicorn,George Orwell,Animal Farm
The Lion & the Unicorn,George Orwell,https://www.backlisted.fm/episodes/73-george-orwell-the-lion-the-unicorn,George Orwell,1984
The Lion & the Unicorn,George Orwell,https://www.backlisted.fm/episodes/73-george-orwell-the-lion-the-unicorn,George Orwell,Essays
The Lion & the Unicorn,George Orwell,https://www.backlisted.fm/episodes/73-george-orwell-the-lion-the-unicorn,George Orwell,The Road to Wigan Pier
The Lion & the Unicorn,George Orwell,https://www.backlisted.fm/episodes/73-george-orwell-the-lion-the-unicorn,Billy Bragg,The Progressive Patriot
The Lion & the Unicorn,George Orwell,https://www.backlisted.fm/episodes/73-george-orwell-the-lion-the-unicorn,Billy Bragg,Roots
The Lion & the Unicorn,George Orwell,https://www.backlisted.fm/episodes/73-george-orwell-the-lion-the-unicorn,Billy Bragg,Radicals & Rockers: How Skiffle Changed the World
The Lion & the Unicorn,George Orwell,https://www.backlisted.fm/episodes/73-george-orwell-the-lion-the-unicorn,W. Somerset Maugham,The Moon & Sixpence
A Girl in Winter,Phillip Larkin,https://www.backlisted.fm/episodes/74-philip-larkin-a-girl-in-winter,Nina Stibbe,Love
A Girl in Winter,Phillip Larkin,https://www.backlisted.fm/episodes/74-philip-larkin-a-girl-in-winter,Nina Stibbe,Nina
A Girl in Winter,Phillip Larkin,https://www.backlisted.fm/episodes/74-philip-larkin-a-girl-in-winter,Nina Stibbe,Paradise Lodge
A Girl in Winter,Phillip Larkin,https://www.backlisted.fm/episodes/74-philip-larkin-a-girl-in-winter,Simon Garfield,Just My Type
A Girl in Winter,Phillip Larkin,https://www.backlisted.fm/episodes/74-philip-larkin-a-girl-in-winter,Simon Garfield,On the Map
A Girl in Winter,Phillip Larkin,https://www.backlisted.fm/episodes/74-philip-larkin-a-girl-in-winter,Simon Garfield,The Wrestling
A Girl in Winter,Phillip Larkin,https://www.backlisted.fm/episodes/74-philip-larkin-a-girl-in-winter,Andrew Motion,Philip Larkin: A Writer's Life
Ulverton,Adam Thorpe,https://www.backlisted.fm/episodes/75-adam-thorpe-ulverton,Tom Cox,21st Century Yokel
Ulverton,Adam Thorpe,https://www.backlisted.fm/episodes/75-adam-thorpe-ulverton,Tom Cox,Help the Witch
Ulverton,Adam Thorpe,https://www.backlisted.fm/episodes/75-adam-thorpe-ulverton,Tom Cox,Nice Jumper
Ulverton,Adam Thorpe,https://www.backlisted.fm/episodes/75-adam-thorpe-ulverton,Tom Cox,Bring Me the Head of Sergio Garcia
Ulverton,Adam Thorpe,https://www.backlisted.fm/episodes/75-adam-thorpe-ulverton,Andy Miller,Tilting at Windmills
Ulverton,Adam Thorpe,https://www.backlisted.fm/episodes/75-adam-thorpe-ulverton,Ian Hunter,Diary of a Rock’n’Roll Star
Ulverton,Adam Thorpe,https://www.backlisted.fm/episodes/75-adam-thorpe-ulverton,Sally Rooney,Normal People
Ulverton,Adam Thorpe,https://www.backlisted.fm/episodes/75-adam-thorpe-ulverton,Sally Rooney,Conversations with Friends
Ulverton,Adam Thorpe,https://www.backlisted.fm/episodes/75-adam-thorpe-ulverton,Mary Webb,Gone to Earth
Ulverton,Adam Thorpe,https://www.backlisted.fm/episodes/75-adam-thorpe-ulverton,Robin Robertson,The Long Take
Ulverton,Adam Thorpe,https://www.backlisted.fm/episodes/75-adam-thorpe-ulverton,Richard Ford,A Piece of My Heart
Ulverton,Adam Thorpe,https://www.backlisted.fm/episodes/75-adam-thorpe-ulverton,T.S. Eliot,Four Quartets
Ulverton,Adam Thorpe,https://www.backlisted.fm/episodes/75-adam-thorpe-ulverton,Keith Richards,Life (audiobook read by Johnny Depp & James Fox)
Ulverton,Adam Thorpe,https://www.backlisted.fm/episodes/75-adam-thorpe-ulverton,Robert Tombs,The English & Their History
Ulverton,Adam Thorpe,https://www.backlisted.fm/episodes/75-adam-thorpe-ulverton,Ronald Blythe,Akenfield
Ulverton,Adam Thorpe,https://www.backlisted.fm/episodes/75-adam-thorpe-ulverton,David Mitchell,Cloud Atlas
Ulverton,Adam Thorpe,https://www.backlisted.fm/episodes/75-adam-thorpe-ulverton,Carlo Ginzburg,The Cheese & the Worms: The Cosmos of a Sixteenth Century Miller
The Dud Avocado,Elaine Dundy,https://www.backlisted.fm/episodes/76-elaine-dundy-the-dud-avocado,Elaine Dundy,The Dud Avocado
The Dud Avocado,Elaine Dundy,https://www.backlisted.fm/episodes/76-elaine-dundy-the-dud-avocado,Elaine Dundy,The Old Man & Me
The Dud Avocado,Elaine Dundy,https://www.backlisted.fm/episodes/76-elaine-dundy-the-dud-avocado,Elaine Dundy,Life Itself
The Dud Avocado,Elaine Dundy,https://www.backlisted.fm/episodes/76-elaine-dundy-the-dud-avocado,Elaine Dundy,Elvis & Gladys
The Dud Avocado,Elaine Dundy,https://www.backlisted.fm/episodes/76-elaine-dundy-the-dud-avocado,Sarra Manning,The Rise and Fall of Becky Sharp
The Dud Avocado,Elaine Dundy,https://www.backlisted.fm/episodes/76-elaine-dundy-the-dud-avocado,Marie Condo,The Life Changing Art of Tidying
The Dud Avocado,Elaine Dundy,https://www.backlisted.fm/episodes/76-elaine-dundy-the-dud-avocado,William Makepeace Thackeray,Vanity Fair
The Dud Avocado,Elaine Dundy,https://www.backlisted.fm/episodes/76-elaine-dundy-the-dud-avocado,George Eliot,Daniel Deronda
